Must be local?,token,q002,q003,q004,q005,q006,q007,q008,q009,q010,q011,q012,q013,q014,q015,q016,q017,q018,q019,q020,q021,q022,q023,q024,q025,q026,q027,q028,q029,q030,q031,q032,q033,q034,q035,q036,q037,q038,q039,q040,q041,q042,q043,q044,q045,q046,q047,q048,q049,q050,q051,q052,q053,q054,q055,q056,q057,q058,q059,q060,q061,q062,q063,q064,q065,q066,q067,q068,q069,q070,q071,q072,q073,q074,q075,q076,q077,q078,q079,q080,q081,q082,q083,q084,q085,q086,q087,q088,q089,q090,q091,q092,q093,q094,q095,q096,q097,q098,q099,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130,q131,q132,q133,q134
1,29267_944,,Honours (Distinction),,Bachelor of Science,,6/30/2016,,Current course was not the first choice of study,Singapore,Working on a Freelance basis,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4000,,,Non Applicable based on skip pattern,,Pharmacist,,,Not at all,3,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2016,One,Non Applicable based on skip pattern,12,2016,3,2016,No,Yes,Non Applicable based on skip pattern,No,Yes,No,No,Yes,No,Yes,Non Applicable based on skip pattern,No,No,No,,,,,,,,,,,,,,,,,Getting an interview,,"Yes, intend to pursue in the future (not within the next 5 years)",MBA,,,,,,RAILWAY ENGINEERING,No,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Neutral,Not applicable,Not applicable,Not applicable,Very satisfied,Not applicable,Strongly disagree,Well,Well,A little,Very well,Well,Well,Fairly well,Well,Fairly well,Well,Well,Not applicable,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Follow up,UGRD,BIOMEDICAL ENGINEERING (HONS),,,NORMAL,,1520,Singapore Citizen,F,Y,,,,,,
0,32628_151,,Honours (Merit),,Bachelor of Technology (Chemical Engineering),,6/30/2016,Engineering,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,PUB,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,Non Applicable based on skip pattern,,Systems Analyst,,,4,4,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,Three,Non Applicable based on skip pattern,12,2016,5,2016,Yes,Non Applicable based on skip pattern,No,No,No,No,No,No,No,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,,,,,,,,,1,,,,,,,Q21_2 Centre for Future-ready Graduates Career Events,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,,Yes,Non Applicable based on skip pattern,,Yes,Satisfied,Satisfied,Not applicable,Not applicable,Not applicable,Neutral,Disagree,Well,Fairly well,Fairly well,A little,Fairly well,Very well,Not at all,Very well,Very well,Fairly well,Fairly well,Not applicable,Well,Well,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,COMMS & NEW MEDIA (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,33261_167,,Honours (Merit),,Bachelor of Dental Surgery,,4/30/2016,Medicine,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3500,,5300,Non Applicable based on skip pattern,,"Others, please provide job title and description",SOCIAL WORKER,,4,2,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,APRIL,,None,Non Applicable based on skip pattern,5,2016,3,2016,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Yes,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",MBA,,,,,,,No,My interest has changed since completing my undergraduate studies,,Yes,Satisfied,Neutral,Not applicable,Not applicable,Very satisfied,Not applicable,Agree,Well,Fairly well,Fairly well,Fairly well,Well,Well,A little,Well,Well,Well,Well,Not applicable,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Follow up,UGRD,ELECTRONIC COMMERCE (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
1,60820_797,,Honours (Merit),,Bachelor of Engineering (Electrical Engineering),,6/30/2016,Medicine,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,USA,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3500,,1300,Non Applicable based on skip pattern,,Procurement/ Purchasing Manager,,,4,4,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,APRIL,2010,Two,"Yes, I attempted to look for employment",7,2016,7,2016,Non Applicable based on skip pattern,Yes,No,No,Yes,No,No,Yes,Non Applicable based on skip pattern,No,No,No,No,No,,,,,,,,,,,,,,,,"Q21_14 Others, please specify",Getting offers after the interview,,"Yes, intend to pursue in the future (not within the next 5 years)","Others, please specify",,,,,,SOCIOLOGY,Neutral,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Neutral,Satisfied,Neutral,Very satisfied,Not applicable,Agree,Well,Fairly well,A little,Fairly well,Well,Well,Well,Well,Fairly well,Well,Fairly well,Not applicable,Not applicable,Fairly well,Strongly agree,Chinese,,Singapore Citizen,,Full Time,UGRD,CHEMISTRY (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,27246_1086,,Pass,,Bachelor of Arts,,6/30/2015,Medicine,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,4583,Non Applicable based on skip pattern,,Singapore Armed Forces Personnel,SOCIAL WORKER,DOCTOR,Non Applicable based on skip pattern,5,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,DECEMBER,2016,Two,Non Applicable based on skip pattern,12,2016,9,2016,Non Applicable based on skip pattern,Yes,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Yes,No,No,No,No,No,No,No,No,Non Applicable based on skip pattern,,,,,,,,,7,,,,,,,Q21_1 Centre for Future-ready Graduates Job Portal (NUS Talent Connect) & E News,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",PhD,,,,,,STATISTICS,No,Non Applicable based on skip pattern,,Yes,Neutral,Satisfied,Neutral,Very satisfied,Dissatisfied,Not applicable,Neutral,Well,Well,A little,Very well,A little,Fairly well,Well,Very well,Well,Very well,Well,Well,Fairly well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,,Comms & New Media (Major),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,7439_1156,,Honours (Distinction),,Bachelor of Engineering (Mechanical Engineering),,6/30/2016,Law,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2800,,3600,Non Applicable based on skip pattern,,"Others, please provide job title and description",,,To some extent,1,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,JULY,,None (Bonded to Sponsoring Organisation),"Yes, I attempted to look for employment",7,2016,7,2016,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,No,Yes,No,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,Q21_13 Referrals by family members and friends,Writing CV/ resume,,"Yes, intend to pursue in the future (not within the next 5 years)",Non Applicable based on skip pattern,,,,,,,Neutral,Non Applicable based on skip pattern,,Yes,Neutral,Not applicable,Very satisfied,Not applicable,Satisfied,Not applicable,Agree,Fairly well,Well,Fairly well,A little,Fairly well,Well,Well,Well,Well,A little,Fairly well,Not applicable,Well,Not applicable,Agree,Malay,,Singapore Citizen,,Full Time,UGRD,MECHANICAL ENGINEERING (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
1,45453_1220,,Honours,,Bachelor of Science,,4/30/2015,Indtl & Systems Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2800,,,Non Applicable based on skip pattern,,"Others, please provide job title and description",,,Non Applicable based on skip pattern,1,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,JANUARY,,Two,Non Applicable based on skip pattern,9,2016,2,2016,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Yes,No,No,No,Non Applicable based on skip pattern,No,Yes,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,MARKETING,Yes,I was not interested in my course of study. I lost interest during the course itself,,Yes,Very dissatisfied,Dissatisfied,Satisfied,Very satisfied,Not applicable,Neutral,Strongly agree,Well,Very well,Fairly well,Very well,Very well,Fairly well,Fairly well,Well,Well,Well,Fairly well,Not applicable,Not applicable,A little,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,BBA (HONS),,,NORMAL,,1520,International,M,N,,,,,,
0,1988_1331,,Pass,,Bachelor of Engineering (Biomedical Engineering),,6/30/2016,Environmental Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Personal choice,,Non Applicable based on skip pattern,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2,1,"Yes, I am employed in a job related to my course of study",Stronger interest in current job,,Non Applicable based on skip pattern,,SEPTEMBER,2016,Non Applicable based on skip pattern,Non Applicable based on skip pattern,8,2016,6,2016,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,No,No,,,,,,,,,,,,,,,,Q21_12 Social media networks,Writing CV/ resume,,"No, do not intend to pursue at all",Master’s Degree by coursework,,,,,,RAILWAY ENGINEERING,Neutral,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Very satisfied,Not applicable,Neutral,Very satisfied,Not applicable,Agree,Very well,Very well,Well,Fairly well,Fairly well,Well,Fairly well,Very well,Very well,Well,Fairly well,Not applicable,Very well,Not applicable,Agree,Others,,Singapore Citizen,,Full Time,UMED,PHYSICS (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,27610_1523,,Pass,,Bachelor of Science,,6/30/2016,Biomedical Engineering,Current course was not the first choice of study,Singapore,Medical graduate serving housemanship,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4100,,1300,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,To a great extent,1,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,JULY,2016,One,Non Applicable based on skip pattern,7,2016,7,2016,No,Non Applicable based on skip pattern,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,,Neutral,Non Applicable based on skip pattern,,No,Not applicable,Satisfied,Neutral,Satisfied,Not applicable,Neutral,Neutral,Well,Well,Well,Not at all,Fairly well,Well,Well,Well,Well,Well,Fairly well,Well,Very well,Very well,Strongly agree,Indian,,Singapore Citizen,,Full Time,UGRD,Statistics (Major),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
1,52363_1576,,Honours (Merit),,Bachelor of Technology (Electronics Engineering),,6/30/2016,Arts & Soc Sci,Current course was my first choice of study,China,Not working but actively looking and available for work,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,Non Applicable based on skip pattern,,Research and Development Manager,,,Non Applicable based on skip pattern,1,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,2016,One,Non Applicable based on skip pattern,9,2016,8,2016,No,No,No,No,No,No,Non Applicable based on skip pattern,Yes,No,No,Non Applicable based on skip pattern,No,No,No,,,,,,,,,,,,,,,,"Q21_14 Others, please specify",Writing CV/ resume,,"No, do not intend to pursue at all",Non Applicable based on skip pattern,,,,,,MATERIALS SCIENCE AND ENGINEERING,No,Non Applicable based on skip pattern,,Yes,Not applicable,Satisfied,Neutral,Satisfied,Not applicable,Not applicable,Neutral,A little,Well,Fairly well,Fairly well,A little,Fairly well,Fairly well,Well,Well,Well,Well,Well,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,INFORMATION SYSTEMS (HONS),,,NORMAL,,1520,International,M,N,,,,,,
0,27990_1729,,Honours,,Bachelor of Arts (Industrial Design),,2/28/2016,Medicine,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4900,,1300,Non Applicable based on skip pattern,,"Others, please provide job title and description",,,Non Applicable based on skip pattern,1,"No, I am employed in a job not related to my course of study",Stronger interest in current job,,Non Applicable based on skip pattern,,,2016,Non Applicable based on skip pattern,Non Applicable based on skip pattern,8,2016,8,2016,Non Applicable based on skip pattern,No,Yes,No,No,Non Applicable based on skip pattern,No,No,Yes,No,No,No,Non Applicable based on skip pattern,No,,,,,,,,,,,3,,,,,Q21_2 Centre for Future-ready Graduates Career Events,Non Applicable based on skip pattern,,"No, do not intend to pursue at all",Non Applicable based on skip pattern,,,,,,,Neutral,The skills I picked up in my course of study are not that useful for my present job,,Yes,Not applicable,Not applicable,Satisfied,Neutral,Dissatisfied,Not applicable,Agree,Well,Fairly well,Well,Fairly well,Well,Fairly well,Fairly well,Well,Well,Fairly well,Well,Not at all,A little,Well,Agree,Chinese,,Singapore Citizen,,Full Time,UMED,Nil,,,NORMAL,,1510,Singapore Citizen,M,N,,,,,,
